RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
IRRELEVANT,,,,"The statement discusses the legality of drone strikes on U.S. soil, not overseas.",e05e1ed584570f95c299349e8341ab65
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,"The statement quotes the title of an article, which discusses the use of drones.",0f439d748034eb7ecf5a02f9dfc87972
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","NEUTRAL,NEUTRAL",NEUTRAL,"The statement argues that the current law does not grant the U.S. government the authority to launch drone strikes against American citizens on U.S. soil, or anywhere else for that matter.",141ed05c9df7de9061f8568287036c3b
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,ANTI,The statement conveys the significance of clarifying the legal and political foundation for drone operations.,7c5a63c6e8809fb15a26490b018681a8
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","NEUTRAL,NEUTRAL",ANTI,"The statement conveys the significance of clarifying the legal and political foundation for drone operations, but also points out that threats of lethal drones do not exist on U.S. soil.",b42c650b15c521f1aeee55b34c8f450c
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement conveys the significance of clarifying the legal and political foundation for drone operations.,ea60e17c24c5bbf86e4bb59d66d32c6d
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement questions if the U.S. President can define a target without designating that person as a threat.,217c08246898a99c702f12a1535be9ee
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement questions why senators are suddenly so concerned about drone strikes when they already knew the existence of lethal drone programs.,4d8c17ea5630526e6f2feedffba20c68
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike in Yemen that killed al-Awlaki.,79a3cb743ae87a5c865ce3b683cc143f
RELEVANT,REFERENCE,ANTI,NEUTRAL,The statement criticizes Senator Paul Rand's argument regarding the use of drones to kill an American.,97ff840485a84c1dd3866720edb08da8
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",307ebc0a5f74d71af79b1c8b5a17c4ec
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",5c13f60e61191c84f86a73dddc71baa5
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,ANTI,The statement discusses the applicability of the law of war to terrorists on U.S. soil. ,ed947fa03e5b1f00f779cc1206698309
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY","PRO,NEUTRAL",NEUTRAL,"The statement says that the use of the drone program can be more transparent, but is conducted with accountability in large. ",2131b49440fdabd4d74c18202b346c82
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","NEUTRAL,NEUTRAL",NEUTRAL,The statement argues that not answering a question does not mean the administration will target noncombatants with drones.,1ddb394b9116dd52fa0ddae2f6b5c40f
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that in some cases drone strikes are the only viable option to get terrorists.,cada06775fa36d1a5b2cebe33b1e566b
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,NEUTRAL",ANTI,The statement argues that it is wrong to oppose drone strikes unconditionally.,8d2968df63d4000b78899ccc211eb5d5
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement indicates that the speaker is willing to further discuss the use of drones. ,d3d35517a3972a6c65b5b1ed0a633c4e
RELEVANT,FOREIGNUSE,ANTI,ANTI,"The statement argues that the real concern should be the potential use of WMDs against Americans, not drone strikes. ",abead13f97ddfb61c34ad7534cdd677e
RELEVANT,REFERENCE,ANTI,ANTI,The statement explicitly points out that the drone is a weapon.,44630a8088d7f7cb61892f44f92d72f6
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,NEUTRAL",ANTI,The statement argues that the use of drones should be regulated so they do not attack noncombatants.,371fa03826df17b7eee4ce0575377d55
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions that there will be a hearing on drone issues.,8e4a9d22b0852ccb53b2fa3ede043151
RELEVANT,"DOMESTIC-LEGALITY,FOREIGNPOLICY","NEUTRAL,PRO",PRO,The statement argues checks and balances should exist to conduct drone operations more effectively.,8ade59d58582fee443fff7c8ca1c6d2d
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",cdad8cf009dee9ed934328a0d399e4fe
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement calls for more active role of Congress concerning the drone program. ,3aefb9944ab3ae6293a7ac406abb5348
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement calls for more active role of Congress concerning the drone program. ,419358b4b3a4f8f33f914a02d59b9331
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",0952a0044a4ef9cac789c43221a64bb8
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",38fa7a802b8673e9d7b136f7915ffd33
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","PRO,ANTI",NEUTRAL,"The statement acknowledges that drones have been effective in fighting the war on terrorism, but warns that the use of drones against civilians is increasing.",58718a7e7ee2539a8b2887fc71b18f26
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",64190adf72d4df8cfede0c1b3b0da68d
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",ab9c5400565dd9bb11c3f830faa11624
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",427150492aa63d41f809fa18187bdb7d
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,The statement calls for more stringent justification for selecting targets so noncombatants do not get sacrificed in drone strikes.,2e1e0246a30738cd762c63ee1fe34d33
IRRELEVANT,,,,"The statement relates to drone strikes on U.S. soil, not overseas.",871aace7f54968436f3a8e29202a2609
IRRELEVANT,,,,"The statement discusses the legality of drone strikes on U.S. soil, not overseas.",43e1d1f7f373006350c6c0dc9ea76b82
IRRELEVANT,,,,"The statement quotes an anecdote that mentions drones, but the context is not clear.",4a2ef5b394e02b9cdc0421a2d114d07f
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,"[NON-OBVIOUS] Based on statements from row 577, 588, 599, 605, 612, 613 and 615, the speaker is primarily concerned with targeting noncombatants in the United States, not overseas, with drone strikes. That said, these seven statements as well as the rest of statements by the speaker (570-620) can be classified as IRRELEVANT. However, the speaker does not necessarily limit the scope to drone strikes on U.S. soil and refers to those in Yemen and Afghanistan as well. Accordingly, I classify his statements RELEVANT unless a statement explicitly refers to drone strikes on U.S. soil only. ",f4e9c172cad2dc5da04f829b412a8fb7
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,7afa1993b651b0e4e3fff4613f41d71c
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,4f72dd252f33f66ca454febb12e458ac
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,9443b1d5702a1dce045777226997caff
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil and the applicability of the fifth amendment.,8c0cec8026e9fd82ea793da1b3f916ab
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,b9213a5901295b05b0c88ab6611a2b37
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,39c4e831abdc48fb029dc7996109f60a
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,19af5c00b5cd8898c41568836d29bbd5
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,dff08ea23ec491aea233f1eb6bfe34f7
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,d870a0f6c03ee7fc433752521122d53d
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,82d2d1210da9498436d9bad782fa7ff2
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,47d44fa0eabcdf8befdee1ea0fff410f
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,842f756fa18eae6f3955e1bea1e3be12
RELEVANT,REFERENCE,ANTI,ANTI,The statement criticizes Brennan and President Obama for denying the existence of the drone strike programs that actually existed for years.,392d8d09f27632806a7959a5a9146c4b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,0698840768be030b6181fa3b3cf8f17c
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,c3d7ee2ae22f476240d9d1fafc11ee34
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,ba0febbac2076d1968b7936e3ffa9844
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,ebe86e933d62bf8b694bc3cafd47bd2c
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,47df0bad926abef5d66e0d2c049f0d7b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,843d053f54ed31a43b940c35afc94da6
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement acknowledges that some of the drone strikes have been justified.,768ddff20776193b3ceffd0d007ddd11
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement mentions an article that discusses legal standards for selecting targets.,f9161295a6cc89a067d1641f688491f6
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement questions whether sympathizing with the enemy automatically means he/she should be removed.,10758083b2c5732875ceaa42fbac8331
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones.,1c1e5fcfbd6beb81032b5958388d8de6
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones.,ff1886ca7d4dbca5f9db811831c2bfc1
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement questions whether sympathizing with the enemy automatically means he/she should be removed.,f5f5de08b9a7da4adefd591e43056995
RELEVANT,REFERENCE,ANTI,ANTI,The statement deplores the change of Obama's attitude toward drone strikes.,8d7788a652ad15478dc9b48b7bc86bfb
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement deplores partisanship concerning regulation on drone programs.,2e5901dd11bc80f586b027f4b365751c
IRRELEVANT,,,,"The statement discusses the legality of drone strikes on U.S. soil, not overseas.",6466f1ad762aa1a58468bfc11d294680
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of geographic and temporal limits regarding warfares.,9de4073cb508ac87a952a98164c78513
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of geographic limits regarding warfares.,6ae1913d88543c5eb64ca2ed96a2fc00
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,e242780acc25f6ab293a953b1e24015d
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement talks about the relationship between the freedom to worship and drone strikes.,b88a177585b289420dc1627e01a86100
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes of drone strikes that target noncombatants. ,0db8a53d4e8d13afe86cb12de540982c
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",7d4f19f01f6c94409c156cd7395da331
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement argues that Congress should play its role to check the president's power concerning drone strikes.,6e154463ae0fd87b0d5abbf6f579117a
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for defining what an imminent threat is and how to deal with it. ,9c55f4b244aa790e67cc3ed53bdb1873
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for defining what an imminent threat is and how to deal with it. ,63b255290f1aad71a6a38ef6c148416c
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for defining what terrorism is and how to deal with it. ,6c1cc357be1f0e321d6513eb41ade737
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the President for not being explicit on excluding noncombatants from drone targets.,bd9fe8702471ba1f0a91080e57336b46
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,2ce8bf25f7f94cddfa0978418e82822e
IRRELEVANT,,,,The statement opposes drone strikes in the United States.,5abca6ed45f13244cac311c5906d0e37
IRRELEVANT,,,,The statement opposes drone strikes in the United States.,91166b6e7153b825099c60c71c17d147
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the President for not being explicit on excluding noncombatants from drone targets.,fa870e0e836e90a4445471f180ce94f9
IRRELEVANT,,,,The statement opposes drone strikes in the United States.,59df9ebb3a9bd175e19bff1be0517553
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,7443d7aa0bab1f542e25a5188aa3c8a5
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,a91a5b84d93a2e1357264dd72e6a0f55
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,cdd3c825814e3f5717c71658a4827821
IRRELEVANT,,,,The statement refers to the domestic use of drones.,f73e9aee641c7da4258b6658f506232e
IRRELEVANT,,,,The statement refers to the domestic use of drones.,68d403f1ddea2cbf5745ea84e20e23bf
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,c668f321a2fbd35d21c896148841c255
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",bcd08d3cfa84f255e139aa16ba9ec293
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",5c73bb375018332c96a11a91165b7e32
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",23fceeabe56ac436aabefbf3c152fa0d
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,0685e4f54eba09173344e40eab33ad48
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",ed97d3a006d24881a17bf0f5a7afc072
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns the possibility of using drones unconstitutionally to target an American citizen.,d3f8a574f660e54e82e2154009c10325
RELEVANT,REFERENCE,NEUTRAL,ANTI,The statement concerns the possibility of using drones unconstitutionally to target an American citizen.,d396bca6c55baa1cfb1008c31f4e0451
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",29285ad7d026257e1484a58a42d0512d
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that targeting an American with lethal drones wihtout due process is unlawful.,973c31d8c13083f93f0c5409f04d45e7
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",d1990d14ff6a05a01b0293f09b8b2f38
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",c1fd5cf3398966bdb6119ec7f2e7bbf1
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",77a24d653480b7f53608b234e2e51eb6
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",2f30dcdaf97ae44f75c86f51ac21e526
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement questions whether there is any effective remedy to correct a tragic mistake in case the United States kills a wrong person.,daac1a8ecbe1c5c569a1334cbd3b46db
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",df7210c7aaf4d9cc2933a1c07c5edec5
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement points out that drone strikes may be countereffective because the U.S. government cannot gather information once targets are killed.,0de1d523c755dc9f54a373be1ad3db6c
RELEVANT,"DISCLOSURE,HUMANITARIAN","PRO,ANTI",NEUTRAL,"The statement says that noncombatants have been sacrificed in drone targets, even though the details remain classified.",b1c73c14a5369a7eec6c1cb83715ae1d
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,fce2e0548f3cc219c211cc5643517766
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",7b51a958525ad8768c4ac191c17bb72a
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,fdeeac5cdc5b186095aa232c83201694
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement acknowledges that there may be circumstances in which the President can use lethal drones against U.S. citizens.,859e88abdc322b54d3934d94755c020f
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement discusses Brennan's role in drone operations.,0b329e05db0e05bb2f674e957dc9b3d9
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",63da72819707feb8597bfbde31de746b
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,6e18e4bcd33d2d527a8834f0d406155f
RELEVANT,DISCLOSURE,PRO,PRO,The statement calls for more transparency regarding drone strikes.,002c5a3e5a374daca3c435fc81d4864a
RELEVANT,"DOMESTIC-LEGALITY,DISCLOSURE","ANTI,PRO",ANTI,The statement calls for clear standards and transparency regarding drone strikes.,55de80ca9fcc9eea2d0ca4207b8ba839
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",e944d48ab2967a922f598bce116c9dd6
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to arguments by liberals regarding drone strikes.,bece2fd8e53882d658a74ba313d499f3
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement argues that standards for drone strikes at home and abroad should be differentiated.,1de8551ad7d73f883788a3dce2150d8b
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement points out that drone strikes may be countereffective because the U.S. government cannot gather information once targets are killed.,e63dea34dc1600d5cb4597db2d7b3991
RELEVANT,HUMANITARIAN,ANTI,NEUTRAL,"The statement does not oppose using drones overseas, but questions using them on U.S. soil.",d2ae496af95a7c73801d76942fadc0cc
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",19821850e189ba75a7bb207beda0715d
RELEVANT,HUMANITARIAN,PRO,NEUTRAL,The statement refers to a senator's remark that the drone program will not target American citizens.,67e79be4efd24ec89aac74066cd974c6
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",7f2fa49a898239433e3e75cb704d50c7
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",1447cd632181c1c17549259cab43e02c
RELEVANT,DISCLOSURE,NEUTRAL,NEUTRAL,The statement refers to an incident where the President was asked about the drone program.,e70333406277f48cefca405622ec7a68
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement emphasizes the significance of understanding the implications of using drones abroad.,852035390db4321ca76cdf32ba27b559
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement emphasizes the significance of understanding the implications of using drones abroad.,d9feacbd9cc8430ee36b36772d728b74
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",5a826146a324c73674c5f0881141ffc9
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",cb839ec3d1c1e50ece4b67a13e6b1c1c
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas. It does not explicitly mention it, but context clues suggest that the speaker is concerned with targeting American noncombatants in the United States.",4c0b9448405122eaff19eab5e9e42550
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement argues that people should be an imminent threat to be qualified as targets. ,6f975e0c99161f6ed981e653fe9f64b8
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of justifying drone strikes overseas arbitrarily without due process.,a7e79570e71f6aa31cc2cbcd2734f906
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",500a2ea3ca7cc2f7414cbc9a0be1c073
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",888468719c9dbd2d7e2f304c2d5f375b
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",ac13b576f01982049b5d9347bf442361
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",af6d4d8a13641e82593225c24873addb
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes the current drone program because it attacks civilians as well. ,3716b821225e26f40742c6b1a0226702
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes the current drone program because it attacks civilians as well. ,1be06086b282da861984abd1c20716eb
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY","PRO,NEUTRAL",NEUTRAL,The statement calls for more transparency and congressional oversight regarding drone operations.,32a5abb823467b052e1512be540f1005
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",0e344eb65f9b356f859341fcb5a9f977
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",336a91e3bb830ba98bde82349d952dea
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,"The statement questions distinguishing ""imminent"" and ""immediate.""",c88f21636f2f1c7065bbcffd3d4017e3
RELEVANT,REFERENCE,ANTI,ANTI,The statement quotes the title of a piece that criticizes Obama for attacking Americans with drones.,fb006ac83492697721b0af9cd01cc6c6
IRRELEVANT,,,,,b36c07310da225c7424402f074274a12
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement emphasizes the significance of understanding the implications of using drones abroad.,5693e0ca3f4a15e23bfd0766c79b81a8
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the way the United States justifies its drone attacks.,6917b7f92a6f78d5af7723f979c6e32b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement calls for judiciary review on targeting Americans with drones. ,1afcaffbab4898046a998487107bb419
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement opposes drone strikes without due process or judicial review.,6c24bfc74a1bc5aba7099fa79672b76c
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,"The statement acknowledges complexities involving drone strikes, which have become the ""new normal.""",f972ab0154bc638a3b016abbc00d4cda
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil and the applicability of the fifth amendment.,ea5fd84a275771ee3f1c98f34843fb2e
RELEVANT,REFERENCE,ANTI,ANTI,The statement concerns domestic implications of justifying drone strikes overseas arbitrarily without due process.,20465b5345c1bab8b721fdbb8a79f754
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of justifying drone strikes overseas arbitrarily without due process.,fad614b63d4c047fc929ff0d20d56f9d
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that drone strikes beget more drone strikes. ,0f6c34d87858e1e048fbffe71cbf5a35
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that drone strikes beget more drone strikes. ,dcc47e5ed2a78e0509b8976499aa94b7
RELEVANT,FOREIGNPOLICY,NEUTRAL,NEUTRAL,"The statement criticizes that drone strikes beget more drone strikes, but acknowledges that they weaken terrorist organizations.",b608c98c8e0661a0752ad9753f1e0717
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement argues that the use of drones at home and abroad should be distinguished.,df6944139c890c38eee59f575a1d969c
IRRELEVANT,,,,,c7e04b559cdcb96a4fdc3196ad337de6
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement points out that drone strikes may be countereffective because the U.S. government cannot gather information once targets are killed.,43adc0ff883ae2437875b943535acbd8
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to drone strikes in Yemen.,a1e4d5ebfab1ecb16e5195a0f2cf5e32
RELEVANT,"FOREIGNPOLICY,DISCLOSURE","ANTI,ANTI",ANTI,"The statement argues that drone strikes hit lower-level combatants, not top terrorists, and hence are not as effective as many assume.",cd39e7a12356d8d8416537ed936142ca
RELEVANT,REFERENCE,ANTI,ANTI,"The statement refers to an organization that is concerned about Americans, at both home and abroad, involved in drone strikes.",71fd1fcc20d0c9e3f769931fa3a1cc0e
RELEVANT,"DOMESTIC-LEGALITY,INTERNATIONAL-LEGALITY","ANTI,ANTI",ANTI,The statement quotes an opinion that argues drone strikes breach both domestic and international law. ,1e62e723b0465f99370495f6f5c7c81e
RELEVANT,DISCLOSURE,NEUTRAL,ANTI,The statement refers to an incident in which an attorney was denied to access information on drone strikes.,c6be405bc189453bc7064cd3b07976a0
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,"The statement argues that it is impossible to kill every terrorist even with increased drone strikes, and points out that nearly 3,000 civilians have been sacrificed.",cfa2237e2429f2d1950bf582cfcf163d
RELEVANT,"TRANSPARENCY,DOMESTIC-LEGALITY","PRO,ANTI",ANTI,The statement calls for greater transparency and legal basis for targeted killing.,c0f887fa1731bb9d53dd9a2be7e5bc73
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement argues that the justifications for the drone war have become more tenuous.,15ac0d7dc82820b6d2dff67011e468d2
RELEVANT,REFERENCE,ANTI,ANTI,The statement points out that drone strikes will only beget drone strikes. ,e025e9d6ab695cd398b9d2371d821c74
RELEVANT,REFERENCE,ANTI,ANTI,The statement points out that drone strikes will only beget drone strikes. ,fdf4f60a7514d5e310ca9d0d6d200cb6
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",d10c0da7166105684b2e38188f86876c
RELEVANT,REFERENCE,ANTI,ANTI,The statement cites an article that criticizes drone strikes for attacking large groups without knowing who they are.,087a86e4b14c66a6cd6446b7ed69db60
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes drone attacks for killing people without knowing who they are.,35f8cfedf0dc4a92fea172e8769b79a5
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of launching drone strikes without clear standards.,a55069da4781db522945bedb959f9929
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of launching drone strikes without clear standards.,3b74618049c8d67e9b8b35c42cfb9b3d
RELEVANT,REFERENCE,ANTI,ANTI,The statement points out that many of CIA's drone strikes are signature strikes.,3836e87a03281b26345d60526ec5500b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of launching drone strikes without clear standards.,a14227f194a4a1086b7ae0a1189cb4eb
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement concerns domestic implications of launching drone strikes without clear standards.,b2284b997f23226f385c729314b9d35f
