last_name,congress,loyalty,sex,party_code,date,dim_2,id,dim_1,first_name,title,state,periphery,statement,party,unsigned_periphery
Woolsey,110,0,0,100,2008-06-23,-0.529,704b2698907070e511f07bdfd0e257c7,-0.556,Lynn,TORTURE UNDERMINES OUR VALUES AND MAKES US WEAKER,CALIFORNIA,1.5800141937827386,"Former Major General Anthony Taguba, who conducted the Army's investigation of the Abu Ghraib scandal in 2004, wrote a preface to the report. He said, ``In order for these individuals to suffer the wanton cruelty to which they were subjected, a government policy was promulgated to the field whereby the Geneva Conventions and the Uniform Code of Military Justice were disregarded. The U.N. Convention Against Torture was indiscriminately ignored . . . ''",1,
Andrews,109,0,1,100,2006-06-13,-0.119,7f18074265603d42d8b76d5ed625fbf8,-0.297,Robert,CROSSROADS IN IRAQ,NEW JERSEY,-0.28160972430143849,Why did they not guard the ammo dumps that are now providing the fire power that is making IEDs that are killing Americans every day? Why did they not properly set up supervision of the prisons so that we have the national scandal of Abu Ghraib and the grave damage it has done to the reputation of this country around the world?,1,
,109,0,,,2005-06-21,,e0cbbd6e03a3201ef3abffed385f087e,,,"PROVIDING FOR CONSIDERATION OF H.R. 2475, INTELLIGENCE AUTHORIZATION 
                        ACT FOR FISCAL YEAR 2006",,,"Mr. Speaker, it has been well over a year since the shocking and humiliating photographs of prisoner abuse at Abu Ghraib first became public. I doubt there is any Member of this Chamber who was not appalled at that disgraceful act. Yet, in spite of these events, the House has done very little of substance.",,
Towns,109,0,1,100,2006-06-23,-0.132,0aeb440b1f2ca704654ca9646814ce47,-0.519,Edolphus,ARTICLE EXPOSES REPRESSION OF SIKHS BY INDIA,NEW YORK,1.3140679197707132,"Fremont.--Jasdeep Singh couldn't help but laugh at the      uproar over the torture of prisoners at Abu Ghraib.       ``We would have said that was nothing,'' said Singh, who      moved to Fremont in 1992, he said, after Indian authorities      detained and tortured him three times because he is Sikh.       Sikh nationalism barely a blip on the international radar,      was front and center Sunday at the Fremont Gurdwara Sahib,      the local Sikh house of worship, where community leaders      reaffirmed support for transforming the Indian state of      Punjab into a secular Sikh-majority state of Khalistan.       ``We know from our history that Sikhs will never be safe or      truly free unless they have a homeland of their own,'' Singh      said.       For the estimated 150,000 Sikhs living in the Bay Area,      Tuesday marks the anniversary of two of the most devastating      and seminal events in the history of the 500-year-old faith.       In 1984, with Sikhs pressing for an independent Punjab,      where they are a majority, the Indian government invaded the      Golden Temple--Sikhism's holiest place--and 36 other      religious sites where separatists were hiding, killing      thousands. The attack came on the 378th anniversary of the      torture and death of a Sikh religious leader.       Four months later, when Prime Minister Indira Ghandi was      murdered by two of her Sikh bodyguards, rioters murdered      thousands more Sikhs, who are easy to identify because the      men wore turbans and grow long beards.       The bloodbath and ensuring eight years of repression drove      many Sikhs to North America.       Now, 7,500 miles from their ancestral land, leaders of the      Fremont gurdwara won't let their brethren forget about what      transpired in India.       Photographs of 73 Sikhs murdered by Indian authorities in      1984, including the two men who killed the prime minister,      ring the gurdwara's dining room.       On Sunday, the gurdwara installed an exhibit about their      faith that included photographs of Sikh men being burned      alive or beaten by Indian soldiers. Other pictures      commemorated the 400th anniversary of the torture and murder      of Guru Arjan Dev Ji, who refused to remove references to      Islam and Hinduism from the Sikh's holy book.       ``We're trying to make people aware,'' said Ram Singh, a      gurdwara leader who plans to protest outside the Indian      Consulate in San Francisco tomorrow. ``We don't want our      future generations to forget what happened to us.''       Jasdeep Singh, an engineer, won't forget the day in 1989      when soldiers raided his graduate school boarding house and      detained all the Sikhs in an effort to gain intelligence on      separatist leaders.       ``First the clothes came off,'' he said. Later, guards tied      his hands behind his back and hung him from the ceiling.      ``These two shoulders,'' he said, ``felt like they were going      to pop out.''       Since Singh arrived in Fremont, persecution of Sikhs in      India has decreased and the governing Congress Party named a      Sikh, Mammohan Singh, to serve as prime minister.       Years of repression followed by some reforms have stifled      the independence movement in Punjab and left Sikhs in the Bay      Area divided over the nationalist cause, said Ram Singh, who      favors an independent Khalistan.       ``It's not that simple,'' said Balraj Gil as he peered at      the pictures of torture. ``You can't just get an independent      state.''",1,
Chambliss,108,1,1,200,2004-05-18,0.205,c15e2d03e1f7c8af60b4400c9f076015,0.423,Saxby,WINNING THE WAR IN IRAQ,GEORGIA,-0.10450556190566619,"What greater attitude, commitment, and dedication can you have from any individual? That young man is simply a shining light out there today and should far overshadow the stories we see coming out of Abu Ghraib.",0,
Putnam,109,1,1,200,2005-06-21,0.14,06c86a1e102b26736157e1c6ae08614f,0.414,Adam,"PROVIDING FOR CONSIDERATION OF H.R. 2475, INTELLIGENCE AUTHORIZATION 
                        ACT FOR FISCAL YEAR 2006",FLORIDA,-0.16061202930260851,"In fact, here in our own Congress, the Senate has had eight hearings on detainee abuse, and three on Abu Ghraib specifically. General Myers, the chairman of the Joint Chiefs; the Chief of Staff of the Army; the Secretary of Defense; and the Acting Secretary of the Army have all conducted independent reviews. There are 12 other Department of Defense reviews that have occurred, and the House Committee on Armed Services in this body has held three hearings and numerous briefings.",0,
Woolsey,108,0,0,100,2004-05-12,-0.529,c594aa1a90dc67c789d174ba2b0c9f25,-0.556,Lynn,SMART SECURITY AND IRAQI PRISONERS OF WAR,CALIFORNIA,1.5800141937827386,"But almost equally reprehensible was the response of our Commander in Chief to the abuses that took place at Abu Ghraib, the prison in Iraq. Instead of claiming full responsibility for the actions of members of the United States military, President Bush expressed his regrets that the abuses had occurred while distancing himself from those abuses. At another time, President Harry Truman did not try to distance himself from abuses that occurred during his watch. In his January 1953 farewell address to the American people, President Truman made an important assertion in that regard, saying, and I quote, ``The President, whoever he is, has to decide. He can't pass the buck to anybody. No one else can do the deciding for him. That's his job.'' President Truman is also the person who made famous the quote, ``The buck stops here.'' President Bush would be well served to take notice of this quotation which Harry Truman thought was so important that he kept it as a sign on his desk in the Oval Office.",1,
Hunter,108,1,1,200,2004-04-28,0.02,2436670466cedb8c5c7e707f05133b13,0.47,Duncan,THE IRAQ THEATER OF WAR,CALIFORNIA,0.18849487894503225,"I was in the Abu Ghraib prison. I stood in the execution chamber where 80,000 Iraqis were hung. It is a life altering experience to have been in a place where so many people were so barbarically killed.",0,
Durbin,111,1,1,100,2009-06-08,-0.39,6f3a3b33651d6bd12fa092e46ceb2f2c,-0.366,Richard,GUANTANAMO,ILLINOIS,0.21434413804531133,"The abuse of detainees at Abu Ghraib in late 2003 was not      simply the result of a few soldiers acting on their own.      Interrogation techniques such as stripping detainees of their      clothes, placing them in stress positions, and using military      working dogs to intimidate them appeared in Iraq only after ",1,
Hinchey,109,0,1,100,2005-07-20,-0.007,74211189e8c22ab46d07847099c73be6,-0.575,Maurice,"FOREIGN RELATIONS AUTHORIZATION ACT, FISCAL YEARS 2006 AND 2007",NEW YORK,1.7165811993564806,"In Guantanamo, and even more so in other places such as Abu Ghraib and Camp Cropper and Bagram Air Base where the interrogation carried out has been unlawful, has been inhumane and has brought us terrible, deep disgrace in the face of the rest of the world and placed a terrible burden on our country and our military people around the world.",1,
,109,0,,,2005-11-04,,cc94548fd99f05909ec331df9d3e0048,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,,,"America must lead by example. After the abuse of the detainees at Abu Ghraib, President Bush said, ``Their treatment does not reflect the nature of the American people. That is not the way we do things in America.''",,
,113,0,,,2014-12-09,,8b569e6b9fd6636754e101a717a37982,,,SSCI STUDY OF THE CIA'S DETENTION AND INTERROGATION PROGRAM,,,"Finally, on the question of the risk, when the terrible activities at Abu Ghraib came to the attention of the Congress, we did a report. The Armed Services Committee did a study and issued a report in grisly detail of what was done, and at that point we had 100,000 troops in Iraq. If ever there was a report that would have inflamed public opinion in a foreign country and generated retribution against us, it was that. We cannot be intimidated by people who tell us that we cannot exercise and be true to our own ideals.",,
DeFazio,109,0,1,100,2005-06-27,-0.01,adb3e8f9ecfc47b3c93460ffcf8ebc88,-0.429,Peter,SAFER VEHICLES FOR SOLDIERS: A TALE OF DELAYS AND GLITCHES,OREGON,0.66717157757930023,"``When Defense Secretary Donald Rumsfeld visited Iraq last year to tour the Abu Ghraib Prison camp, military officials did not rely on a government-issued Humvee to transport him safely on the ground,'' not even an armored Humvee, that is my own little addition. ``Instead, they turned to Halliburton, the oil services contractor, which lent the Pentagon a rolling fortress of steel called the Rhino Runner.''",1,
Cardin,110,0,1,100,2007-12-14,-0.266,7ec733401f9a9fa58bec5849f6916a25,-0.33,Benjamin,TORTURE,MARYLAND,-0.044414398831253615,"As horrific as the revelations of abuse at Abu Ghraib were, our Government's own legal memos on torture may be even more damaging, because they reflect a policy to condone torture and immunize those who may have committed torture.",1,
Graham,109,1,1,200,2006-09-28,-0.161,a7cd0c82fa8f7fc3e33214c4e30393f8,0.409,Lindsey,MILITARY COMMISSIONS ACT OF 2006,SOUTH CAROLINA,-0.19178228896757646,"Abu Ghraib was an aberration, but it has hurt this country. Anytime the world believes America has adopted techniques and tactics that are not of who we are, we lose our standing. So what we did regarding the CIA, we redefined the War Crimes Act to meet our Geneva Conventions obligations. The test for the Congress was, how can you have a clandestine CIA program and then not run afoul of the Geneva Conventions? What are the Geneva Conventions requirements of every country that signs the treaty to outlaw domestically gray areas of the treaty?",0,
Woolsey,108,0,0,100,2004-07-08,-0.529,e04f5f340e9a448b492c5c39382976a3,-0.556,Lynn,SMART SECURITY AND ACCOUNTABILITY,CALIFORNIA,1.5800141937827386,"This speaks to a systematic failure of leadership, and, sadly, examples of this failure are widespread and easily recalled: the failure to secure Iraq's borders, the failure to prevent postwar looting, and the failure to provide the security necessary for reconstruction. In fact, the abuse of POWs at the Abu Ghraib prison is yet another example of failed leadership by the Bush administration. And it is also an example of failed leadership in planning for the war and postwar reconstruction in Iraq.",1,
Hatch,109,1,1,200,2005-02-01,-0.014,689db3a30f0a53f0461527fabe702612,0.383,Orrin,EXECUTIVE SESSION,UTAH,-0.35386763922540948,"Some are claiming that the President relied on the Bybee memo in formulating his policy with respect to interrogation techniques at Abu Ghraib. Let's take a look at these documents. First, the so-called Bybee memorandum was not written by Judge Gonzales, in spite of the implications by some. It was written by Jay Bybee who, at that time, was the Assistant Attorney General of the Office of Legal Counsel at the Department of Justice, and is now a distinguished judge on the Circuit Court of Appeals for the Ninth Circuit. That is why some people call it the Bybee memo. They could not call it the Gonzales memo. It is not the Gonzales memo, has never been the Gonzales memo.",0,
Feinstein,109,0,0,100,2005-11-10,-0.188,327a3aaf91e6644f65de58fc1026d2f8,-0.263,Dianne,"FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS 
         APPROPRIATIONS ACT, 2006--CONFERENCE REPORT--Continued",CALIFORNIA,-0.52599278690708318,"It states that conduct that is unacceptable on U.S. soil is also unacceptable in Guantanamo Bay, in Abu Ghraib, or anywhere else the United States government may be holding detainees.",1,
,110,0,,,2007-02-07,,5df721c4d4325b4bf4738c5a4480ed1d,,,EXECUTIVE SESSION,,,"All of these critical mistakes, which fueled the insurgency and civil disorder, are attributed to the civilian leadership in the White House, in the Department of Defense, and in the Coalition Provisional Authority. Compounding those mistakes was the effect of detainee abuse at Abu Ghraib attributed, in part, to ambiguities in what was considered permissible in the interrogation of prisoners fostered by that very same civilian leadership in the administration, the White House, and the Pentagon, where the advice of uniformed military lawyers was overruled. Those critical mistakes were made in the year before General Casey took command and had severe adverse consequences which he inherited.",,
Schumer,108,0,1,100,2004-06-22,-0.431,128313a92c9256ab8ca06e5717dfcdfc,-0.35,Charles,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005--Continued,NEW YORK,0.099340343877948947,"So the bottom line is this: At the end of the day, if we don't know who authorized what, when it was authorized, and whether it explains why the detainees at Abu Ghraib were treated the way they were, then the job is simply not done.",1,
Byrd,109,0,1,100,2005-02-02,0.729,4f5ba2d56b2cc4550eb8dc0776196c0e,-0.309,Robert,EXECUTIVE SESSION,WEST VIRGINIA,-0.19535687867591672,"If Judge Gonzales didn't see fit to question the Justice Department's official position on torture in 2002, what made the administration change its mind in 2004? Was it a careful review of the legal issues, or was it simply political backpedaling in light of the public knowledge of what its policies had brought about in Abu Ghraib and elsewhere?",1,
Leahy,108,0,1,100,2004-06-23,-0.15,d8bac339e9b46240cd50c9c993571e30,-0.375,Patrick,PRISONER ABUSE,VERMONT,0.27903377226445264,"More and more, the American people can see that when you ask for 23 documents, and you only get 3, 2 of which have already been released by the press, that is not cooperation. It is not openness or cooperation when there is an arbitrary cutoff of documents after April 2003. It is not cooperation when we cannot find out why there is a difference between the advice that comes from Attorney General Ashcroft's office and what the President says he is going to do. And it is certainly not cooperation when we cannot get to the root of this terrible disconnect between stated policy and the photographs of the torture at Abu Ghraib.",1,
Hastings,110,0,1,100,2008-07-30,0.16,d25258f059adbd41d4012ca8f5961424,-0.567,Alcee,MEDICAL EVIDENCE OF TORTURE BY U.S. PERSONNEL,FLORIDA,1.6590793022727994,"As it happened, on the day of our briefing last week, the ACLU released three new ``torture memos'' it had obtained through the Freedom of Information Act. Although highly redacted--indeed, one of them has ten pages that are entirely blacked out--these documents nevertheless provide some additional insight into the development of the policies that set the stage for what Major General Antonio Taguba, in his preface for the Physicians for Human Rights report, called ``a systematic regime of torture.'' (You may recall that General Taguba led the U.S. Army's official investigations into the Abu Ghraib prisoner abuse scandal.)",1,
Inouye,111,1,1,100,2009-05-20,0.062,ff20cf3412f6b3a104b8f65696a9d5af,-0.319,Daniel,"SUPPLEMENTAL APPROPRIATIONS ACT, 2009",HAWAII,-0.12347950732131524,"Guantanamo serves as a sign to many in the Arab and Muslim world of the insensitivities that some under our command demonstrated at the Abu Ghraib prison. It is a constant reminder that what we call ``enhanced interrogation techniques'' is referred to nearly universally elsewhere in the world as torture. Yes, we should not kid ourselves; the fact that Guantanamo remains open today serves as a powerful recruiting tool for al-Qaida.",1,
Woolsey,111,1,0,100,2009-01-22,-0.529,5dd5da964d096d9b2cb1ea473bf75942,-0.556,Lynn,A RETURN TO JUSTICE FOR ALL,CALIFORNIA,1.5800141937827386,"With his announcements this morning, President Obama is taking an important step for undoing the damage that has been caused over the past 8 years. The prison at Guantanamo Bay and the horrors at Abu Ghraib have so stained the honor of the United States that it will take years to regain the trust of the international community.",1,
,109,0,,,2006-09-19,,3bbcb2ce8532f5a340d3c51be314c0a7,,,EXECUTIVE SESSION,,,"There is one other important background fact I wish to bring to the attention of the Senate. The Justice Department's inspector general has been investigating for over a year now the allegations by FBI personnel of having observed the mistreatment of detainees at Guantanamo, Abu Ghraib, and elsewhere. The inspector general of the Justice Department, Glenn Fine, has assured me that this review will look into ``the role of Alice Fisher, Assistant Attorney General for the Criminal Division, and other Department officials regarding detainee interrogation techniques.'' We have been waiting for the IG's findings for many months. The Senate is about to vote on Ms. Fisher's nomination before the IG report comes out.",,
Inhofe,109,1,1,200,2005-09-30,0.039,9647663f201fc928c1947577d9bb9db2,0.552,James,ABU GHRAIB PICTURES,OKLAHOMA,0.6996871374505067,"They are aiding and abetting the enemy. And to have this thing revived on the Abu Ghraib prisoner abuse--by the way, I have to say this: Long before the public was even made aware of it, the military had gone in, taken the necessary precautions, and had prosecuted those who were guilty. That was done long before this came out in public.",0,
,109,0,,,2006-09-07,,4a98bc45480ffabc47b1dec2e0db5b5b,,,IRAQ WATCH,,,"The Senate held a few hearings after Abu Ghraib, but no Senate committee has conducted a comprehensive public probe of the alleged abuses at Guantanamo Bay, Abu Ghraib, Bagram or the secret CIA facilities that the President just acknowledged yesterday.",,
Kyl,108,1,1,200,2004-05-14,-0.455,932ad322062895b5223329ed658fedcf,0.548,Jon,PRISONER ABUSE IN IRAQ,ARIZONA,0.67475092971853234,"The third article I would like to discuss is an op-ed, actually, entitled ``The Abu Ghraib Panic,'' May 14, Washington Post, by Charles Krauthammer. As usual, it takes a person such as Charles Krauthammer to put this into perspective. He always comes to the rescue when policymakers and pundits and others begin to fly off on tangents that miss the point, that begin to take us down the wrong path in terms of a logical analysis of what is going on. He tends to bring us back to the central point we need to consider and discuss and the policy that needs to be carried out.",0,
Leahy,108,0,1,100,2004-05-20,-0.15,d5df4376ad3dc1b704fdf04bdd729186,-0.375,Patrick,A COLOSSAL FAILURE OF WHITE HOUSE LEADERSHIP IN IRAQ,VERMONT,0.27903377226445264,"We should also recognize that not only were the abuses at Abu Ghraib prison not isolated incidents; similar practices have recently been documented in many prisons in the United States. We have seen the same types of humiliating and sexually degrading treatment, the assaults by prison guards, the misuse of dogs against defenseless prisoners, and the same failure to hold accountable those in positions of responsibility.",1,
Moran,109,0,1,100,2005-11-03,-0.203,dc18848988b171b40e55af40e805df18,-0.302,James,"SUPPORT FOR INSTRUCTING CONFEREES ON THE FY2006 DEFENSE APPROPRIATIONS 
                                  BILL",VIRGINIA,-0.24567103862413775,"In the wake of the scrutiny and embarrassment that our nation has endured following the treatment of detainees at Abu Ghraib and Guantanamo Bay, it is imperative that we proclaim to the rest of the world that this policy reflects the law of the land and the conscience of our country. Providing our soldiers with clear, written guidance on how to treat detainees not only protects their interests but underscores the freedoms and values we cherish as Americans and that we claim to be the reason we have gone to war in Iraq, Afghanistan and other parts of the world.",1,
Reed,109,0,1,100,2005-11-04,-0.289,52a366bf1f4db65567900864e7fc8da6,-0.39,John,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,RHODE ISLAND,0.38684982929635486,"Let me say as an initial point, I am a strong supporter of the McCain-Graham amendment which would clarify the law. But the issues we are confronting today with respect to Abu Ghraib and with respect to other notorious incidents is not simply a failure of law, a failure of lacking legal precedent; it is a failure of leadership and a failure of institutions. Unless we look carefully, objectively, and independently at this leadership and these institutions, we will be bound to repeat the mistakes of the past several years. I urge my colleagues to support the Levin amendment.",1,
Holt,108,0,1,100,2004-05-06,-0.33,d3d763f21bea99ec7c991433261744bd,-0.463,Rush,DEPLORING ABUSE OF PERSONS IN UNITED STATES CUSTODY IN IRAQ,NEW JERSEY,0.91155464018494525,"Mr. Speaker, I rise to strongly condemn the mistreatment of prisoners and detainees in Abu Ghraib prison in Iraq. These abuses are outrageous, deplorable, un-American, and contrary to the values and ethics that our country espouses. The atmosphere that allowed this to happen shows a level of tolerance for abuse that is intolerable.",1,
Eshoo,108,0,0,100,2004-05-06,-0.42,676b60e8d677ca279b4c99a6e684edfa,-0.385,Anna,DEPLORING ABUSE OF PERSONS IN UNITED STATES CUSTODY IN IRAQ,CALIFORNIA,0.35091114361905412,"Mr. Speaker, every American is appalled by the images and reports of the mistreatment of prisoners at the Abu Ghraib prison in Iraq, images which have now been shown around the world again and again over the past week. These criminal actions have greatly undermined America's credibility around the world, humiliated the prisoners and their families, besmirched the reputation of our Armed Services, and placed our troops and civilians at heightened risk. The good work of American troops has been diminished significantly and the Arab world is outraged.",1,
Leahy,109,0,1,100,2005-04-28,-0.15,2ef522f3b3f985e54d8715cac4201c3a,-0.375,Patrick,PUBLICATION OF PHOTOGRAPHS OF ABUSE AT ABU GHRAIB PRISON,VERMONT,0.27903377226445264,"I am particularly disturbed by recent press reports about the Army Inspector General's investigation into the Abu Ghraib abuse scandal. Although the report has not yet been publicly released, the press accounts state that Lt. Gen. Ricardo Sanchez has been cleared by the Army of all allegations of wrongdoing and likely will not face punishment.",1,
Leahy,108,0,1,100,2004-05-20,-0.15,230ebd9359a92e1122d9e9bd642ad6b8,-0.375,Patrick,A COLOSSAL FAILURE OF WHITE HOUSE LEADERSHIP IN IRAQ,VERMONT,0.27903377226445264,"The latest episode in this misguided adventure is the Abu Ghraib prison scandal. It is tragic for many reasons, but none more so than the harm it has caused to the image of our Armed Forces and to our Nation, particularly among Muslims, and the fact that it could so easily have been prevented.",1,
,109,0,,,2006-09-20,,cc5830a9f079869d82a68a360a8786c5,,,SECURE FENCE ACT OF 2006--MOTION TO PROCEED,,,"They said: Well, you abused prisoners in Abu Ghraib. Well, they have been tried and sent to jail, the American soldiers who participated in that. They put them in jail. And it was not part of any interrogation. What they did was just an abuse of those prisoners for their own amusement, their own sick feelings or ideas. They were not interrogators. They were not interrogating them. They were not following any rules of interrogation. They were just abusing prisoners. And we have tried them and convicted them and sent them to jail. The fact that they did that was discovered by the military itself. Our military has done its level best to treat prisoners fairly and justly, and it is a slander on them to continually suggest that is not so. People from all over the world have gone to Guantanamo.",,
Hatch,108,1,1,200,2004-05-06,-0.014,7e9489a0e63ed1cc3fe6f944f9a29fdb,0.383,Orrin,EXECUTIVE SESSION,UTAH,-0.35386763922540948,"As all of my colleagues, I have been shocked by the reports out of Abu Ghraib prison in the past weeks.",0,
Stupak,108,0,1,100,2004-05-06,0.701,33a9eedbb07084f77bf762195ba9b2cb,-0.396,Bart,RUMSFELD TERMINATION/INVESTIGATION,MICHIGAN,0.42997625210911578,"Mr. Speaker, President Bush has repeatedly allowed the United States' reputation with the international community to be tarnished and has not held his appointees accountable for this damage. Whether it was going to war based upon inaccurate intelligence information, or White House officials exposing the identity of one of our own CIA operatives, or the most recent revelation about the inhumane treatment of prisoners at Abu Ghraib Prison in Iraq, President Bush refuses to hold his people accountable.",1,
Blumenauer,108,0,1,100,2004-06-23,-0.631,f3c7582b6ea4f3ac932693699d264a5a,-0.43,Earl,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2005,OREGON,0.6743593147147604,"Mr. Chairman, I voted against the amendment because while the Abu Ghraib prison abuses should not be part of the United States' policy, the evidence is not clear that it was not part of the policy of the Bush administration. Given the disturbing documents that are coming to light, this amendment seemed to be partisan wishful thinking rather than a clear expression of policy supported by objective analysis.",1,
Kaptur,109,0,0,100,2006-12-06,0.123,a63f0d2e85005f4994fec211b197963a,-0.351,Marcy,IRAQ STUDY GROUP REPORT,OHIO,0.10652808101340909,"I have affirmed many times since the Abu Ghraib prison scandal that the Bush administration policy has forfeited our moral authority in Iraq. Those polling numbers prove it again. On the very day that this report was released, today, another 10 U.S. soldiers have lost their lives in Iraq. Attacks against U.S. forces now total more than 180 a day. And this figure doubles with each passing year.",1,
,109,0,,,2005-02-02,,42deded582fc361c1fe0f18154b9c818,,,EXECUTIVE SESSION,,,"For example, it is the position of the White House that no detainee should be subjected to sleep deprivation. Now, I think under the torture statutes, sleep deprivation, at least to some degree, would not qualify as a severe kind of pain or the psychological impairments that were referred to in the statute Congress passed defining torture. But the President said that we would not deprive them of sleep anyway. Nor should they be deprived of food and water during any period of interrogation. Soldiers and interrogators were even prohibited from the act of pointing a finger at the chest of a detainee. That was declared an unacceptable technique by Secretary of Defense Rumsfeld 2 years ago, January 15, 2003. Well, we have gone a pretty good ways in trying to ensure that our behavior is good. We have prosecuted people at Abu Ghraib. We have disciplined a lot of people in Iraq and Afghanistan who have exceeded their authority. In the course of furthering our intense war against terrorism, we have tried to maintain control over our decency and our morality. I do not think Members of this body should be suggesting that we do not or that it is our policy to violate international law or the rights under our own statutes concerning torture and other rules.",,
Bunning,110,1,1,200,2007-01-26,-0.049,4ab077a0390b6ee30726fe7f45247ed0,0.521,Jim,HONORING OUR ARMED FORCES,KENTUCKY,0.50643152752770537,"Mr. President, today I rise to pay tribute to Army SGT Tommy Rieman, a native of Independence, KY, who received the military Silver Star for exceptional courage. He exhibited this courage when insurgents attacked his reconnaissance squad near the Abu Ghraib prison in Iraq on December 3, 2003. His selfless act of bravery and unwillingness to fail exemplify the true definition of a soldier.",0,
Leahy,108,0,1,100,2004-10-01,-0.15,14c63a107484deca34979f3acf529dff,-0.375,Patrick,ABUSE OF FOREIGN DETAINEES,VERMONT,0.27903377226445264,"Meanwhile, the CIA conducted its own set of interrogations. The Fay and Schlesinger reports state that the CIA operated under a different set of rules, sometimes including the military and sometimes not. The Fay report states that ``the CIA's detention and interrogation practices contributed to a loss of accountability and abuse at Abu Ghraib.'' The result: further confusion among soldiers in the field over appropriate standards of treatment and the application of the Geneva Conventions.",1,
Schiff,108,0,1,100,2004-07-08,-0.129,8f56b1b364c92670f6c2fa419b76b338,-0.346,Adam,REMEMBERING WHY WE FIGHT,CALIFORNIA,0.070589395336108349,The moral clarity the President expressed nearly 3 years ago has been clouded by the administration's ambiguity over whether the rule of law applied to the prosecution of the war on terrorism or in Iraq. The abuse at Abu Ghraib and the unreviewable and potentially unlimited detention of Americans and others as enemy combatants are incompatible with a Nation born in a struggle against tyranny and caprice.,1,
McDermott,109,0,1,100,2006-09-07,-0.197,18359df36cd4a4fbe0fe461d4d26f667,-0.666,Jim,RESTORING DEMOCRACY TO AMERICA,WASHINGTON,2.370665278683354,"America is not a democracy at your convenience, Mr. President. Without the protections provided by the first amendment, the American people might never have known about the abuses at Abu Ghraib; and without the first amendment, the American people would have never known about the unauthorized wiretaps of the American people, even when there is a secret court specifically set up to enable America to defend itself without destroying the Constitution and the Bill of Rights in the process.",1,
,109,0,,,2006-09-28,,23b0636498f43f6aff8fd7a899b76c85,,,MILITARY COMMISSIONS ACT OF 2006,,,"Mr. President, I support the Specter-Leahy amendment on the writ of habeas corpus. The habeas corpus language in this bill is as legally abusive of the rights guaranteed in the U.S. Constitution as the actions at Abu Ghraib, Guantanamo, and the CIA's secret prisons were physically abusive of the detainees themselves.",,
McKinney,109,0,0,100,2006-05-18,-0.583,3fa227b299a6a8e0ce76135a4fe6553c,-0.533,Cynthia,CHICAGO JAIL'S AREA 2,GEORGIA,1.4146962396671552,"I learned about this story from Amy Goodman's Democracy Now broadcast on the Pacifica network of stations. This week or next, the judge will rule whether or not to release the report to the public. But in the interim, one thing is clear, and that is, that Areas 2 and 3 of the Chicago city jail must be added to the annals of U.S. prisoner abuse, from Attica to Abu Ghraib and beyond, Chicago now owns an unfortunate chapter.Chicago's Abu Ghraib: UN Committee Against Torture Hears Report on How ",1,
Woolsey,108,0,0,100,2004-06-16,-0.529,abe3d79d9af21b7bc1c2282430e3f9da,-0.556,Lynn,SMART SECURITY AND BUSH ADMINISTRATION CONDONING OF TORTURE,CALIFORNIA,1.5800141937827386,"There is an eerie pattern at work here. First Guantanamo Bay, then Abu Ghraib. Now we are learning that prisoners in Afghanistan have been subjected to torture by American soldiers. It is becoming very clear that the really ``bad apples'' are at the top of the barrel. They are, in fact, in the White House.",1,
Pelosi,109,0,0,100,2005-09-15,-0.195,3d1b5cf8bb7d144edadf2cc8dc4fddb0,-0.494,Nancy,"PROVIDING FOR CONSIDERATION OF H. RES. 437, ESTABLISHING THE SELECT 
                           HURRICANE KATRINA",CALIFORNIA,1.1343744913842095,"I certainly respect the congressional role of oversight. We have called for it over and over again, whether it was the war in Iraq or the price gouging at the pump of gasoline for America's consumers, whether it is Abu Ghraib or Guantanamo. Name it. There are so many subjects that this Congress has been delinquent in its duty in doing oversight. So I fully support congressional oversight by the committees of jurisdiction.",1,
,109,0,,,2005-02-02,,29ac0221c5a791c8f739811cd85fd63a,,,EXECUTIVE SESSION,,,"First, it is always going to be the President's fault, during an election year. Then it was Secretary Rumsfeld, and then Condoleezza Rice. At some point they decided to quit blaming Secretary of State Rice during her confirmation proceedings and start blaming it all on Judge Gonzales. So now we have been through the President, the Secretary of State, National Security Adviser, the Secretary of Defense, and now we are down on Judge Gonzales. It is all his fault. Now he cannot be confirmed because somebody at Abu Ghraib violated policy. They have been tried. Some have already been convicted. They have been removed from office.",,
Frist,108,1,1,200,2004-05-12,-0.222,dd95e71e5867b8717d46dab78e0fc3b9,0.366,William,ABUSE OF IRAQI PRISONERS,TENNESSEE,-0.45984652208630056,"Mr. President, I want to also mention that yesterday the Senate Armed Services Committee held a day-long hearing to learn more about the abuse of the Iraqi prisoners at the Abu Ghraib prison. Many of us did not see all of the testimony, but we were able to review it over the course of the day. The committee received detailed testimony from Major General Antonio Taguba, the senior officer who investigated and reported on the Abu Ghraib prison abuses, and from a range of other Defense Department officials.",0,
