relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
1,0,,0,,0,1,0,,DASCHLE,,-1,12,0,0.114,725e79fe1de0304c4447a0285de31950,-0.303,Thomas,0,,14617,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,SOUTH D,2,,"Finally, in October of 1998, the U.N. was left with no choice but to withdraw its inspectors from Iraq. As a result, we do not know exactly what is now in Iraq's arsenal. We do know Iraq has weaponized thousands of gallons of anthrax and other deadly biological agents. We know Iraq maintains stockpiles of some of the world's deadliest chemical weapons, including VX, sarin, and mustard gas. We know Iraq is developing deadlier ways to deliver these horrible weapons, including unmanned drones and long-range ballistic missiles. And we know Saddam Hussein is committed to one day possessing nuclear weapons.",,1,0,0,0,,0,107,816,0,0,0,10/10/02,37,2,{u'FOREIGNUSE': -1},1,0,0,-0.23848330148867761,,,,1,440,0.23848330148867761
0,0,,1,,,,0,1,,,,,0,,139c939b0691316cbc07c38e6964a2db,,,0,1,,EARMARK DECLARATION,,,,,,,"Description of the Request: Requesting $3 million funding for the Unmanned Sense, Track, and Avoid Radar (USTAR) for low rate initial production of an advanced radar system for the Global Hawk unmanned aerial vehicle platform to detect and track large and small targets. USTAR will allow the UAV to identify potential collision risks and increase maneuvering capability in controlled airspace and improve operability in adverse weather conditions.",,,0,0,0,,0,111,,0,0,0,6/24/09,,,{},0,0,0,,,,0,1,,
0,0,,1,,1,0,0,4,GRANGER,,,6,0,0.282,986ad66ace76be34b15fcbd4bbbf1738,0.387,Kay,0,1,29762,"IN HONOR OF COLONEL RAYMOND ANTHONY CELESTE, JR.",,,,TEXAS,5,,"In May of 1985, then-First Lieutenant Celeste transferred to Camp Pendleton, California, where he served in the Tactical Exercise Control Group and assisted in organizing field and staff exercises worldwide. In September of 1986, First Lieutenant Celeste reported as the first Operations Officer of the 1st Remotely Piloted Vehicle Company, where he became one of the first members of the newly established unit. In this assignment, he assisted in integrating Unmanned Aerial Vehicles into the Marine Air Ground Task Force and received an award for his meritorious service. Because of his expertise in this area, an article he wrote on the subject was published in the Marine Corps Gazette.",,0,0,0,0,,0,110,25,1,0,0,12/9/08,49,2,{},0,0,0,-0.32893143149343512,,,0,1,1313,0.32893143149343512
1,0,,0,,,,0,15,,0,,,0,,8ec4767191ca204edc15fcdc5c314c1e,,,0,,,PRESIDENTIAL STRATEGY TO DEFEAT ISIL,,0,,,,,"Kabul, Afghanistan.--Supporters of the Islamic State group in Afghanistan are attempting to establish a regional base in the eastern city of Jalalabad, the commander of U.S. and NATO forces in Afghanistan, General John Campbell, said on Tuesday. In an interview with The Associated Press, Campbell said that ``foreign fighters'' from Syria and Iraq had joined Afghans who had declared loyalty to the group in the eastern province of Nangarhar, bordering Pakistan. He said there were also ``indications'' that the IS supporters in Nangarhar were trying to consolidate links with the group's leadership in Syria and Iraq. The Islamic State group controls about a third of Iraq and Syria. Fighters loyal to the group in Afghanistan include disaffected Afghan and Pakistani Taliban who have fought fierce battles with the Taliban in recent months. Afghan officials have said that IS supporters control a number of border districts in Nangarhar and have a presence in some other southern provinces, including Zabul and Ghazni. Until now, however, it was unclear whether loyalists in Afghanistan had institutional links to the group's leadership. Many of those who had declared allegiance to IS were ``disenfranchised Taliban'' from both sides of the border, Campbell said. But, he added, ``they've been reaching out. I'm sure there are folks who have come from Syria and Iraq--I couldn't tell you how many but there are indications of some foreign fighters coming in there. ``But they don't have the capability right now to attack Europe, or attack the homeland, the United States. But that's what they want to do, they've said that's what they want to do,'' he said. During the summer months, Taliban and IS loyalists fought fierce battles in the far eastern districts of Nangarhar, with residents reporting a range of atrocities, including arbitrary imprisonment, forced marriages for young women, and beheadings. The IS loyalists have said they want to absorb Afghanistan into a larger province of its ``caliphate'' called Khorasan. Campbell said the group wants to establish a base in Nangarhar's provincial capital, Jalalabad ``as the base of the Khorasan province'' and ``work their way up into Kunar'' province immediately north. The first credible reports of an IS presence in Afghanistan emerged earlier this year in northern Helmand, though recruiters believed to have had links to the leadership in Syria were killed by U.S. drone strikes in February. The presence in Nangarhar became clear in the summer, when IS loyalists launched battles against the Taliban in the border regions. For months, the Afghan forces--occupied with fighting elsewhere--had let the two groups fight each other, Campbell said. ``If the Taliban and ISIL want to kill each other, let them do it,'' he said, using an alternative acronym for the Islamic State group. He said that control of the four districts--Achin, Nazyan, Bati Kot and Spin Gar--had seesawed between the two groups. The revelation in July that the Taliban's founder and leader, Mullah Mohammad Omar had been dead for more than two years has led to deep fissures in the leadership, and infighting between rival Taliban factions that Campbell said had left hundreds dead. Campbell, who took control of U.S. and NATO forces in Afghanistan in mid-2014, said splits among the Taliban, who have been trying to overthrow the Afghan government since their regime was driven from power in 2001 by the U.S. invasion, could make the fight even harder in 2016. ``The prize really is Kandahar, that's their strategic goal,'' he said, referring to the southern province from where the Taliban emerged after Afghanistan's vicious civil war ended in 1996. Neighboring Helmand province, where most of the world's opium is produced, is currently the scene of fierce battles for control of strategically important districts, including Marjah. Taliban fighters took control of the northern city of Kunduz in September, for just three days before the Afghan military, backed by U.S. forces, pushed them out. Campbell said he did not believe the Taliban had planned to hold or govern Kunduz, but the psychological impact of the city's fall had been enormous. Jalalabad, he said, ``is not going to fall.'' Afghan forces, ``challenged in many areas, understand the impact of Kunduz,'' he said. ``I think they will make the right adjustments so that it (Jalalabad) doesn't become another Kunduz.''",,,1,0,0,,0,114,,0,0,0,12/17/15,,,{u'REFERENCE': 0},0,0,0,,,,,0,,
1,0,,0,,1,1,0,4,MCKEON,,,11,0,0.208,deb6d2b94f25ad2133f4e7a60fc1a5d1,0.396,Howard,0,0,29315,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2014,,0,,CALIFOR,8,,"However, while this will curtail the threat of drones, I'm disappointed that another of my amendments was not made in order to address another overarching issue.",,0,0,0,0,0,0,113,569,0,0,1,6/13/13,71,2,{u'DOMESTIC-LEGALITY': 0},0,0,0,-0.27282496409649282,,,,1,983,0.27282496409649282
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,ea5fd84a275771ee3f1c98f34843fb2e,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"This is worrisome because the Attorney General has been asked about the applicability of the fifth amendment to the drone program. He said the fifth amendment applies when they think it applies. He says they try to give some kind of process. It is not due process. Due process involves a jury and a judge and public trial and an accusation. By process, they mean they get together and look at a PowerPoint presentation. They go through some flash cards and they decide who they are going to kill. That is the process. They may say you are demeaning the process by treating it flippantly, about whether they are serious about the process. Is that the process you want for someone in America? Do you want in America, for the process for you being accused of a crime, to be a PowerPoint presentation by one branch of government, maybe in a political party you are part of, maybe in a political party you are not part of?",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,,1,0,26,Barrasso,,,,0,,fb25341d69e5a475d51e3b4723c5f923,,John,0,-1,,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,WYOMING,,,"I could go on and on because these are key questions Senator Paul asked, and it all gets back to the fundamental question of: Do you believe the President has the power to authorize lethal force, such as a drone strike against a U.S. citizen on U.S. soil and without trial?",,0,0,0,0,,0,113,2129,0,0,0,3/6/13,,0,{},0,0,0,,,,1,0,,
1,0,,0,,1,1,0,578,KIRK,,-1,2,0,-0.647,c3c6f05f675c412a06397b3c6c0977b3,0.274,Mark,0,,20115,THE CASE FOR A SPECIAL RELATIONSHIP WITH CHINA,,,,ILLINOI,2,,"China also has a commitment to electronic warfare equaled only by the United States. Unlike many countries now totally dependent on U.S. leadership in this exotic field, China is developing electronic jamming aircraft for several variants and may have several programs to develop escort jammers on transports, tactical aircraft and unmanned aerial vehicle platforms. It has equipped the Su-30 with anti-radiation missiles that work on the same principle of U.S. weapons that were so crucial to our own victories. China's anti-radiation missile, the FT-2000, is described in their sales brochures as an ``AWACS killer.'' The PLA is also producing state-of-the-art technology to improve intercept, direction finding and jamming. It may also be producing jammers for use against America's most successful weapon, the satellite-guided JDAM munition that so accurately uses the U.S. Global Positioning System.",,0,0,0,0,,0,108,214,1,0,0,6/3/04,21,0,{u'FOREIGNUSE': -1},1,0,0,-1.0333792999217102,,,,0,817,1.0333792999217102
0,0,,1,,0,1,0,26,MCCONNELL,,,15,0,0.027,d0f5351a61836b30dadb2abeee9ff9f8,0.404,Mitch,0,0,14921,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,8,,"If I understand the issue the Senator from Kentucky feels so passionately about, it is that the administration should answer a question that is pretty easily stated, as I understand it, as follows: Does the administration take the view that a drone strike against a U.S. citizen on U.S. soil would be an appropriate use of that weapon? Am I correct that is the question the Senator from Kentucky hopes to get an answer to from the administration?",,0,0,0,0,,0,113,668,0,0,0,3/6/13,51,1,{},0,0,0,-0.22295254863254407,,,,0,550,0.22295254863254407
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,91166b6e7153b825099c60c71c17d147,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"Here is the problem. That sounds fine if you are in Afghanistan and in the mountains fighting a war. But I am talking about downtown Washington, DC. I am talking about living in the suburbs of Houston or Atlanta. Are we going to have drone strike programs in America consistent with the applicable law of war?",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,1,1,0,14,LOUDERMILK,,,1,0,-0.058,6ac4c181d3f0e46291ac009816f08233,0.671,Barry,0,1,21515,HOMELAND SECURITY DRONE ASSESSMENT AND ANALYSIS ACT,,,,GEORGIA,1,,"Mr. Speaker, drone technology holds great promise, with significant social and economic benefits not yet fully realized. However, given the rapid growth in the domestic drone market, it is important that we identify and have strategies to mitigate the associated security risk.",,0,0,0,0,,0,114,560,0,0,0,6/23/15,44,2,{},0,0,0,1.4415393174767435,,,0,0,1095,1.4415393174767435
1,0,,0,,1,1,0,9,LOBIONDO,,,6,0,-0.173,df178079641759e0d19bb547c73c1cbe,0.2,Frank,0,,29539,"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2006",,1,,NEW JER,4,,"Specifically, this cut in funding would likely stop all work on the national security cutter affecting jobs in Mississippi. The break in production would negatively impact the already-troubled shipbuilding industry. It would also defer design work on offshore patrol cutters and the fast response cutter, again affecting jobs in Mississippi, would stop work on the vertical takeoff unmanned aerial vehicle, and this affects jobs in Texas. It will scale back the mission effectiveness program of the 210- and 270-foot cutters, which is intended to keep these legacy assets afloat and operational. This will affect jobs in Maryland.",1,0,0,0,0,,0,109,596,1,0,0,5/17/05,12,1,{u'FINANCE': 1},0,0,1,-1.4946991429632357,,,,0,894,1.4946991429632357
0,0,,1,,1,1,0,97,INSLEE,,,4,0,-0.194,10ac08a0877f6d1f2ef073afd19a6419,-0.33,Jay,0,1,29937,IRAQ WATCH,,,,WASHING,3,,"I learned something tonight. We knew about the administration moving resources from Afghanistan that could be used in the hunt for Osama bin Laden. The Predator aircraft, the drone that moves around, they moved that to Iraq before we got done looking for Osama bin Laden. We know that the administration has more people checking on people going to Cuba as tourists than they do trying to interdict monies going to al Qaeda. We know about those diversions in this prioritization.",,1,0,0,0,,0,108,103,0,0,0,9/22/04,73,1,{},0,0,0,-0.044414398831253615,,,0,0,841,0.044414398831253615
1,0,,0,,1,1,0,151,KOLBE,1,,11,0,-0.534,7af1976972d74bda6ac84b7d03c3a404,0.351,James,0,,15105,"WAIVING POINTS OF ORDER AGAINST CONFERENCE REPORT ON H.R. 2360, 
  DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2006",,1,,ARIZONA,4,,"From additional agents, detention space, airplanes, helicopters, unmanned aerial vehicles, to better technology for securing and facilitating travel into the United States by land, air and sea, this bill has nearly everything that is needed to protect our homeland.",,0,1,0,0,,0,109,454,1,0,0,10/6/05,61,2,{u'REFERENCE': 1},0,0,0,-0.5533573010812044,,,,0,850,0.5533573010812044
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,c7e04b559cdcb96a4fdc3196ad337de6,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,These drone strikes--,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,e944d48ab2967a922f598bce116c9dd6,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"The obvious question is: You are going to do that in America? Under what standards? We have had at least allegations, we have had some who have said the bulk of the drone strikes around the world have been signature killings, which means the people are not identified who are being killed, that it is a long line of traffic and we blow up the line of traffic.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,,,0,451,,0,,,0,,639501584d7aabd68d5413f2201e4673,,,0,,,NEW INFORMATION ON IRAQ'S POSSESSION OF WEAPONS OF MASS DESTRUCTION,,,,,,,"We now know, after the fact and on the basis of Dr. Kay's testimony today in the Senate Armed Services Committee, that the information was false; and not only that there were not weapons of mass destruction--chemical and biological--but there was no fleet of UAVs, unmanned aerial vehicles, nor was there any capability of putting UAVs on ships and transporting them to the Atlantic coast and launching them at U.S. cities on the eastern seaboard.",,,1,0,0,,0,108,,0,0,0,1/28/04,,,{u'REFERENCE': 0},0,0,0,,,,,0,,
0,0,,1,,0,1,0,2,CRUZ,,,1,0,-0.196,81e9db6a81959a3313122b62ca04edf8,0.858,Ted,0,-1,41304,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",,,,TEXAS,1,,"But there are moments--moments in time when we can change that. You think back to earlier this year, to another filibuster that occurred on this Senate floor with our friend Senator Rand Paul, when he was standing up to the administration's drone policy.",,0,0,0,0,,0,113,1927,0,0,0,9/24/13,49,2,{},0,0,0,2.6073070289465434,,,1,1,510,2.6073070289465434
0,0,,1,,0,1,0,3,MCCONNELL,,,12,0,0.027,2961d9cecb994d492ab3defa42b98b00,0.404,Mitch,0,1,14921,TRIBUTE TO SENATORS,,,,KENTUCK,5,,"No one has done more for the U.S. Armed Forces than Ted Stevens. He secured funds for the F-117, to replace Air Force One, for unmanned aerial vehicles like the Predator and Global Hawk, and for a replacement Coast Guard icebreaker and the F-16 program. Ted was instrumental in ensuring funds for early military research on everything from breast cancer to AIDS.",,0,0,0,0,,0,110,26,1,0,0,12/8/08,51,1,{},0,0,0,-0.22295254863254407,,,0,1,550,0.22295254863254407
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,8dd777efd9c9e2d4fe5f89cb30d2ee72,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"We like to think of the drone war as something far away, fought in the deserts of Yemen or the mountains of Afghanistan. But we now know it is closer than we thought. There are 64 drone bases on American soil. That includes 12 locations housing Predator and Reaper unmanned aerial vehicles, which can be armed. Public Intelligence, a non-profit that advocates for free access to information, released a map--",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,260,PAUL,,-1,8,0,-0.505,7b0b794a5c3eb4dcb1b7b0ad88f564f7,0.863,Ronald,0,,14290,AVOIDING ENTANGLING ALLIANCES AND INTERNAL AFFAIRS OF OTHER NATIONS,,,,TEXAS,3,,"Madam Speaker, the truth about whether or not Saddam Hussein was trying to buy uranium from Niger has dominated the news for the past several weeks. Many of those challenging the administration on this issue are motivated more by politics than by policy. Some doing the challenging were strongly in favor of going to war against Iraq when it appeared politically popular to do so, but are now chagrined that the war is not going as smoothly as was hoped. I am sure once the alleged attempt to buy uranium is thoroughly debunked, the other excuses for going to war will be examined with a great deal of scrutiny as well. It is obvious that the evidence used to justify going to war is now less than convincing. The charge that Saddam Hussein had aluminum tubes used in manufacturing nuclear weapons was in error. A fleet of unmanned aerial vehicles capable of dispensing chemical and biological weapons did not exist. The 63,000 liters of anthrax and botulism have not been found, nor have any of the mobile germ labs. There are no signs of the 1 million pounds of sarin, mustard and VX gasses. No evidence has been revealed to indicate Iraq was a threat to anyone's security, let alone ours. The charge that Saddam Hussein was connected to the al Qaeda was wrong. Saddam Hussein's flaunting of the UN resolutions regarding weapons of mass destruction remains unproven. How could so many errors have occurred? Some say it was ineptness while others claim outright deception and lies. There are some who say it was selective use of intelligence to promote a particular policy already decided upon. This debate, I am sure, will rage on for a long time, and since motivations are subjective and hard to prove, resolving the controversy will be difficult. However, this should not diminish the importance of sorting out the truth from the fiction, the errors from the malice. One question, though, I hope gets asked is why should we use intelligence cited by a foreign government as a justification for going to war? One would think that with the billions we spend, we could fully rely on our own intelligence-gathering agencies. Another point of interest, lacking a coherent foreign policy, we have support for war coming from different groups depending on circumstances unrelated to national defense. For instance, those who strenuously objected to Kosovo promoted war in Iraq. And those who objected to Iraq are now anxious to send troops to Liberia. For some, U.N. permission is important and necessary. For others, the U.N. is helpful as long as it endorses the war they want. Only a few correctly look to the Constitution and to the Congress to sort out the pros and cons of each conflict and decide whether or not a declaration of war is warranted. The sad fact is that we have lost our way. A threat to national security is no longer a litmus test for sending troops hither and yon, and the American people no longer require Congress to declare the wars we fight. Hopefully, some day that will be changed. The raging debate over whether or not Saddam Hussein tried to buy uranium, as important as it is, distracts from the much more important strategic issue of what is the proper foreign policy in a republic. Hopefully, we will soon seriously consider the policy of noninterventionism in the affairs of others. Avoiding entangling alliances and staying out of the internal affairs of other nations is a policy most conducive to peace and prosperity and one the Founders endorsed. Policing the world and nation building are not part of a constitutional republic.",,0,0,0,0,,0,108,532,1,0,0,7/21/03,49,2,{u'FOREIGNUSE': -1},1,0,0,2.6384772886115115,,,,0,740,2.6384772886115115
1,0,,,,0,0,0,,HUTCHISON,,-1,5,0,0.012,6be3bc6a74641127cb623f5b3e935966,0.356,Kay,0,,49306,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,TEXAS,2,,"The President has solid information that with a small amount of highly enriched uranium, Iraq could have a nuclear weapon in less than a year. We know Iraq already has the means to deliver it. He has hard intelligence that Iraq has chemical and biological weapons and small, unmanned aerial vehicles to disseminate them, potentially killing thousands of people anywhere in the world. The President is saying: ``Do we wait for the attack, or do we take steps to prevent it?'' Our post-9/11 defense strategy demands that we prevent it.",,0,0,0,0,,0,107,1547,1,0,0,10/9/02,49,2,{u'FOREIGNUSE': -1},1,0,0,-0.5221870414162364,,,,1,448,0.5221870414162364
0,0,,1,,0,1,0,2,CRUZ,,,1,0,-0.196,6fd7c1a1b4b49109c49c4732a5601b93,0.858,Ted,0,-1,41304,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",,,,TEXAS,1,,"I thank the Senator from Kentucky for his very fine question. Let me say at the outset before I respond directly to the question that I remember not too many months ago standing on this same Senate floor in the midst of the Senator's historic filibuster. I will say it was one of the proudest moments of my life. Indeed, during that filibuster on drones, that was the first time I had ever spoken on the Senate floor.",,0,0,0,0,,0,113,1927,0,0,0,9/24/13,49,2,{},0,0,0,2.6073070289465434,,,1,1,510,2.6073070289465434
1,0,,0,,1,1,0,12,WOLF,0,,17,0,-0.213,9139e5cf3704ba9155ab0e2ff285c410,0.284,Frank,0,,14869,EIGHTH UNANSWERED QUESTION ON BENGHAZI ATTACKS,,0,,VIRGINI,8,,Did he ever see the footage from the unarmed drone stationed over Benghazi monitoring the attacks?,,0,1,0,0,,0,113,527,0,0,0,7/25/13,40,1,{u'REFERENCE': 0},0,0,0,-0.97103878059177462,,,,0,1005,0.97103878059177462
0,0,,1,,0,1,0,26,TOOMEY,,,5,0,-0.228,67be36d38b1f76c8b60cc764def281da,0.623,Patrick,0,-1,29935,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,PENNSYL,5,,"Referring to Senator Paul-- wrote to John Brennan requesting additional information concerning the Administration's views about whether ``the President has the power to authorize lethal force, such as a drone strike, against a U.S. citizen on U.S. soil, and without trial.''",,0,0,0,0,,0,113,1399,0,0,0,3/6/13,14,1,{},0,0,0,1.1423048246930509,,,1,0,534,1.1423048246930509
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,8c0cec8026e9fd82ea793da1b3f916ab,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"One unanswered word in that Constitution includes the Fifth Amendment to the Constitution. What does the Fifth Amendment say? The Fifth Amendment says that no person shall be held to answer for a capital or otherwise infamous crime unless on presentment or indictment of a grand jury. It is pretty explicit. The Fifth Amendment protects us. It protects us from a King placing a person in the tower, but it also should protect us from a President who might kill us with a drone.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,,,0,464,,,-1,,0,,10c54f78832ba29a48f5a11c2a2c1f7f,,,0,,,"SAFE, ACCOUNTABLE, FLEXIBLE, AND EFFICIENT TRANSPORTATION EQUITY ACT OF 
  2003",,,,,,,"We were told that was the gospel truth when, in fact, as the Washington Post reported a week ago, there was a huge dispute in the intelligence community, including Air Force intelligence which knows best about unmanned aerial vehicles, and, as reported by the Post, that those UAVs did not exist to drop biological and chemical weapons.",,,0,0,0,,0,108,,0,0,0,2/10/04,,,{u'FOREIGNUSE': -1},1,0,0,,,,,0,,
0,0,,1,,1,1,0,193,TANCREDO,,,3,0,-0.022,00e570c76f3b7adcb6985dc550bab872,0.75,Thomas,0,1,29907,MORE HOMELAND HEROES,,,,COLORAD,3,,"Another time a small plane was coming through, and the radar facilities used by the marines, employed by the marines picked it up. It was intercepted. It was also full of narcotics. These would have certainly gone through easily as they had done many times in the past had it not been for the fact that the military was there using military assets, including three drones. These were old, old 1991 model drones, the kind we used in the Gulf War, and they are noisy, but they did the job.",,0,0,0,0,,0,108,599,1,0,0,5/15/03,62,1,{},0,0,0,1.9340294201832364,,,0,0,805,1.9340294201832364
